class,text
Neg-,2 TABUCHI ELECTRIC ISSUES 30 MLN SWISS FRANC NOTES     ZURICH  April 9 - Tabuchi Electric Co is launching 30 mln Swiss francs of five-year straight notes with a 4-34 pct coupon and par issue price  lead mananger Swiss Bank Corp said     Payment is due April 22  REUTER 3
Neg-,2 CARGILL CONFIRMS WHITE SUGAR SALE TO INDIA     LONDON  April 9 - London-based trader Cargill UK Ltd confirmed it sold one cargo of white sugar to India for shipment April 15May 15 at yesterdays tender     Price details were not immediately available but some traders suggested business had been done around 220 dlrs a tonne cif     India tendered for one or two cargoes of white sugar There was no specific requirement on shipping period  REUTER 3
Neg-,2 EIB ISSUES 40 BILLION YEN EUROBOND     LONDON  April 9 - The European Investment Bank EIB is issuing a 40 billion yen eurobond due May 6  1994 paying 4-58 pct and priced at 101-12  lead Nomura International Ltd said     The non-callable bond is available in denominations of one mln yen and will be listed in Luxembourg The selling concession is 1-18 pct while management and underwriting combined pays 12 pct The payment date is May 6     There is a mandatory purchase fund operating in years one and two  except for the first month after the payment date  whereby the EIB can purchase up to five pct of the issue each year if it is trading below par  REUTER 3
Pos-acq,2 LEX SERVICE BUYS SEARS MOTOR GROUP c    LONDON  April 9 - Lex Service Plc ltLEXLL said it had acquired ltSears Motor Group Ltd  the retail motor distribution arm of Sears Plc lt SEHLL  and an 119 mln stg loan note payable by Sears Motor for 334 mln stg     The purchase will be through 14 mln stg in cash and the issue to Sears Plc of 80 mln new Lex ordinary shares     The company said in a statement that immediately following the acquisition of the motor group  its car and commercial vehicle contract hire fleet of some 3 000 vehicles was sold to ltLex Vehicle Leasing Ltd for 143 mln stg in cash  a sum equal to the net book value of the vehicles transferred     Lex Vehicle is owned equally by Lex Services and ltLombard North Central Plc     Lex said the shares involved in the transaction were today being placed for Sears Plc with institutions at 400p These shares will not qualify for the final Lex dividend on 10 April     Lex said in a statement that its acquisition of Sears Motor Group represents a major development for its automotive activities The enlarged retailing operations of the Lex Automotive group now have a turnover of 530 mln stg Lexs existing automotive interests include Volvo Concessionaires  the sole importer of Volvo cars and parts into the UK     Lex said the turnover for Sears Motor Group in the year to 31 December 1986 was 242 mln stg and that at the date of the acquisition the group had about 50 mln stg in external borrowings     Lex shares fell on the announcement to trade around 409p from a 419p close yesterday  REUTER 3
Pos-acq,2 MEPC EXTENDS OFFER FOR OLDHAM     LONDON  April 9 - MEPC Plc ltMEPCL said that its offer for ltOldham Estates Ltd would remain open until further notice     On February 26 MEPC made an agreed bid for Oldham based on a formula reflecting its asset value at 30 September 1986 A year earlier Oldhams net asset value was put at 5314 mln stg     As of 1 April the valuation used under the formula had still to be agreed so Oldham had yet to give a firm recommendation to its shareholders regarding the value of the the offer  REUTER 3
Neg-,2 CANADA FEBRUARY TRADE SURPLUS 125 BILLION DLRS AFTER JANUARY 623 MLN DLRS SURPLUS 3  
Neg-,2 BANK OF JAPAN BUYS DOLLARS IN TOKYO  DEALERS SAY     TOKYO  April 9 - The Bank of Japan bought a modest amount of dollars at around 14510 yen just after the market here opened  dealers said     Just before the opening  the dollar dropped swiftly as speculators concluded the Group of Seven G-7 comminuique issued in Washington contained nothing basically new  they said It fell about a half yen  to around 145     The G-7 reaffirmed that their currencies around current levels reflect economic fundamentals     One dealer said the Bank of Japan probably intervened in Australia before the opening here  but could not confirm this  REUTER 3
Neg-,2 BANK OF FRANCE RETURN - APR 9  Week end Apr 2 in mln francs  Gold reserves 218 316 unch  Convertible Currency Reserves 119 518 116 728  Ecus 62 008 62 020  Special Operations advances to      Exchanges stabilisation fund nil nil  Special Drawing Rights 6 866 unch  Notes In Circulation 209 260 207 517  Foreign Liabilities 3 101 3 082 3  
Neg-,2 SWEDISH DRUG FIRM ASTRA RISE ON AIDS HOPES     STOCKHOLM  April 9 - Swedish drug firm AB Astra ltASTSST shares rose 48 crowns to 690 in the first two hours of trading on the Stockholm Bourse  amid hopes its research into anti-viral drugs may have promising results in the treatment of Acquired Immune Deficiency Syndrome AIDS     Stockbrokers said the shares  which climbed amid heavy institutional buying  also rose in reaction to an optimistic assessment of future products in the firms annual report which was released this week     Brokers Enskilda Fondkommission said in a report this month that Astra was a world leader in anti-viral drugs     Although Enskilda said Astra had not made any breakthrough in developing a specific drug to treat the Acquired Immune Deficiency Syndrome it noted that investors were only now discovering that the firms approach in the area was promising     It is clear that Astra has a tradition in anti-viral research which should prove valuable in fighting this disease  the report by Enskilda  the investment banking unit of Skandinaviska Enskilda Banken ltSEBSST  said     Company officials could not be reached for comment on the causes of todays share rise  REUTER 3
Pos-earn,2 AEGON EXPECTS MODERATE RISE IN 1987 PROFITS     THE HAGUE  April 9 - Dutch insurer AEGON NV ltAEGNAS reported a 64 pct increase in 1986 net profits to 3271 mln guilders and said it expected a moderate increase in profits for 1987     Total revenue was eight pct lower in 1986 at 797 billion guilders vs 87 billion guilders in 1985 The company said its revenues were down due to lower foreign exchange rates and a change in accounting practice It added that revenues would have risen by about seven pct had those changes not occurred     Revenue from Dutch operations rose five pct in 1986  mainly due to its life insurance business     Health insurance revenues in the Netherlands also rose despite a notable shift to insurances with lower premiums and higher personal risks     Damage insurances made losses  mainly due to car damage insurances AEGON did not specify the loss     In the United States  revenue in guilders from health and life insurance was lower AEGON said this was due to a change in accounting for US Annuities     AEGON said annuities are subject to such strong personal investment influences that it should be accounted differently from the more traditional insurances     This change in accounting practice and another change to account for profits made on fixed interest investments  resulted in an incidental rise in net profits of 31 mln guilders     AEGON said incidental negative influences on net profits were slightly higher  being the lower dollar rate  high initial costs for new products  and the cost of new headquarters in The Hague     In 1986  a large number of new insurance products emerged in the Netherlands and the US  AEGON said Large initial costs for these products have depressed net profits somewhat     Monumental Corp  a US Insurer which merged with AEGON in May 1986  saw its profits almost completely eroded by these costs and made only a small contribution to the groups profits     AEGON said it has written-off 657 mln guilders in goodwill for Monumental Corp     AEGONs net equity was 271 billion guilders in December 1986  against 346 billion the year before   REUTER 3
Neg-,2 YEN SEEN RISING AFTER G-7 COMMUNIQUE     By Jeremy Solomons  Reuters     NEW YORK  April 8 - The yen is likely to start another uneven rise against the dollar and other major currencies because the Group of Seven communique contained nothing new  currency and bond analysts here said     Is that it I was expecting something more than that  said one trader at a major Wall Street securities company     Marc Cohen of Republic National Bank of New York said The market now has the impetus to drive the dollar lower again     The dollar hovered between 14550 and 147 yen in the days just before the talks Dealers restrained their underlying bearishness and squared positions ahead of Wednesdays meeting of the finance ministers and central bankers of the top seven industrialized nations in Washington     After more than four hours of talks  the G-7 issued a communique which merely reaffirmed the recent Paris agreements view that prevailing currency levels were broadly consistent with economic fundamentals and that exchange rate stability should be fostered around these levels     The dollar sank to 14475 yen in early Tokyo trading     They said that the dollaryen rate was broadly in line with fundamentals when it was 154 Now they are saying its in line when its at 146 Will this still be so at 138 or 130  asked Republics Cohen     Japanese Finance Minister Kiichi Miyazawa fuelled speculation about the amount of fluctuation the authorities are prepared to tolerate by saying that the current yen level is still inside the range agreed on in Paris in late February     Official statements in recent weeks had indicated that the key psychological level of 150 yen was at the lower end of the authorities permissible range     Dealers and analysts warned that the dollars decline would probably be uneven They anticipated a concerted effort to prop up the dollar and restrain the yen via a mixture of open market intervention and public comments     Shortly after the Tokyo market opened today the Bank of Japan was detected by local dealers buying moderate amounts of dollars The dollar rebounded to about 14520 yen     The sources said the market may also be wary of agressively selling dollars for yen before Tuesdays February US Trade data The figures are expected to show a deficit of 13 billion dlrs  from a provisional 148 billion in January     3
Neg-,2 ARUS ltARSCC GETS 52 MLN DLR ORDER     UTICA  NY  April 9 - Arus Corp said it has received a letter of intent from Winston Financial Corp for the purchase of over 5 200 000 dlrs in telephone diagnostic testing equipment     It said it expects to negotiate a firm order in May     The company said the total value of the order is at least 5 200 000 dlrs and could be more  depending on circuit configurations required  Reuter 3
Neg-,2 WEST GERMAN BEET PLANTINGS DELAYED THREE WEEKS     HAMBURG  April 9 - Unseasonal cold weather has delayed sugar beet plantings in West Germany by up to three weeks  the agriculture ministry said     A ministry spokesman said in some central areas  especially in the Rhineland  farmers have taken advantage of warmer weather and started plantings in the past two days     West German planting intentions this year are put at 381 000 hectares  down from 390 500 ha last year  he said  adding that the 19801985 average was 405 000 ha  REUTER 3
Neg-,2 TRANSCAPITAL ltTFC UNIT CLOSING 12 OFFICES     CLEVELAND  April 9 - TransCapital Financial Corps TRANSOHIO Savings Bank subsidiary said it plans to close 11 offices in the Cleveland area and one in Columbus  Ohio  reducing its total number of offices to 81 statewide     The company said accounts will be moved into other TRANSOHIO offices  Four closings are set for May 23 and four for June 20 and the rest are tentatively set for September 19     It said it is closing branches were overlaps exist following its August 1986 acquisitions of Citizens Federal Savings and Loan Association of Cleveland and Dollar Savings Bank of Columbus or where efficiencies could be improved  Reuter 3
Pos-gold,2 BELGIUM LAUNCHES BONDS WITH GOLD WARRANTS     ZURICH  April 9 - The Kingdom of Belgium is launching 100 mln Swiss francs of seven year notes with warrants attached to buy gold  lead mananger Credit Suisse said     The notes themselves have a 3-38 pct coupon and are priced at par Payment is due April 30  1987 and final maturity April 30  1994     Each 50 000 franc note carries 15 warrants Two warrants are required to allow the holder to buy 100 grammes of gold at a price of 2 450 francs  during the entire life of the bond     The latest gold price in Zurich was 2 0452 070 francs per 100 grammes  REUTER 3
Pos-earn,2 XICOR INC ltXICO 1ST QTR MARCH 22 NET     MILPITAS  Calif  April 9 -     Shr profit five cts vs loss 16 cts     Net profit 689 000 vs loss 1 910 000     Revs 123 mln vs 9 432 000     NOTE 1987 net includes 276 000 dlr tax credit  Reuter 3
Pos-gold,2 BELGIUM LAUNCHES BONDS WITH GOLD WARRANTS     ZURICH  April 9 - The Kingdom of Belgium is launching 100 mln Swiss francs of seven year notes with warrants attached to buy gold  lead manager Credit Suisse said     The notes themselves have a 3-38 pct coupon and are priced at par Payment is due April 30  1987  and final maturity April 30  1994     Each 50 000 franc note carries 15 warrants Two warrants are required to allow the holder to buy 100 grammes of gold at a price of 2 450 francs  during the entire life of the bond     The latest gold price in Zurich was 2 0452 070 francs per 100 grammes  Reuter 3
Neg-,2 TODD SHIPYARDS ltTOD STRUCK ON WEST COAST     JERSEY CITY  NJ  April 9 - Todd Shipyards Corp said production workers represented by the multi-union Pacific Coast Metal Trades District Council at its San Francisco division struck on April Six     It said negotiations are expected to resume at the end of this month     Todd also said the collective bargaining division in effect at its Galveston Division expires April 17  and negotiations with the Galveston Metal Trades Council are continuing     The company said results of balloting on a new collective bargaining agreement proposal in its Seattle Division are expected to be tabulated at the close of business tomorrow     The Pacific Coast Council has recommended acceptance of that proposal by membership  Todd said                                          Reuter 3
Neg-,2 INDIAN STATE COMPANY BONDS PROVOKE COMPLAINTS     By Ajoy Sen  Reuters     NEW DELHI  April 9 - Indias private businessmen say they have been placed on an unequal footing in raising money from the capital market because government companies are wooing investors by issuing more attractive tax-free bonds     Stock brokers and bankers polled by Reuters said although equity shares or debenture issues floated by private firms provide a higher return and shorter maturity  they are fast losing their popular appeal as they are liable to both wealth and income taxes     Brokers said many investors are transferring funds into government company bonds because of their tax-free status and easy transferability     About 100 private companies have postponed plans to issue equity shares and debentures in the first quarter of fiscal 198788 partly on account of fierce competition from public sector bonds  a merchant banker said     They included equity shares and rights issue worth one billion rupees planned to be issued this month by Tata Fertilisers Ltd  he said  adding the issue has been postponed indefinitely     The government bonds are making serious inroads on the private sector companies resources  said R P Goenka  president of the Federation of Indian Chambers of Commerce and Industry     The discriminatory tax treatment should be done away with and equal facilities be provided to the two sectors to mobilise resources from the market which is common to both  Goenka said     A senior Finance Ministry official said government and private firms were free to compete to raise resources  adding it was not correct that public sector-issued bonds were preventing private firms from raising money on the stock market     Debentures and equity shares floated by private companies still account for at least 60 pct of total capital raised in stock exchanges  the ministry official said     A spokesman at Bombay stock brokers Batliwala and Karani said government bonds were valued at about 20 billion rupees or about 40 pct of 50 billion rupees raised by both government and non-government firms in the domestic capital market in 198687     The share was 35 to 40 pct of about 3695 billion rupees mobilised in 198586  he said To save taxes  commercial banks  mainly foreign banks  and some private companies  are investing their surplus funds in the tax free bonds  he said     Individuals who are very well off are also investing in the bonds to gain tax benefits while only small investors are going for equities or debentures floated by private companies on a selective basis  the spokesman said     The maturity period of government company bonds varies between seven and 10 years No wealth or income taxes are payable on nine pct seven-year bonds but those carrying 13 pct interest on 10-year bonds are subjected to income tax if interest amountM exceeds 7 000 rupees a year     Equity shares  the 14 pct non-convertible debentures and 125 to 14 pct convertible debentures issued by private companies are not exempted from either the wealth tax or from the tax on income earned from them     The government bonds are listed as securities but traded on Indias four major stock exchanges They can be sold freely on the stock market by simple endorsement while debentures can only be sold to the company after one year  brokers said     Government companies are trying to capitalise on a boom in the stock market since 198485 sparked by liberal tax concessions and reforms in exchange operations  brokers said     The National Thermal Power Corp  NTPC  was the first government company to issue the bonds to raise one billion rupees in January last year  breaking the monopoly of private companies on the capital market The seven-year NTPC bond was oversubscribed three times  brokers said     Official figures show bonds floated by government companies have been heavily oversubscribed More state companies have sought the Ministrys permission to issue them in coming months     NTPCs second bond issue at the end of 1986 raised 451 billion rupees against 12 billion originally permitted by the Finance Ministry     The Mahanagar Telephone Nigam mobilised 383 billion rupees last year against authorised 15 billion and last month the Indian Railway Finance Corporations record susbcription totalled 55 billion rupees against authorised 25 billion     In most cases  the government has allowed the companies to maintain the oversubscribed amount  brokers said     Goenka said that government bonds are making it increasingly difficult for private companies to launch new equity or debenture issues He said the government could at least fix a suitable limit on the funds to be raised through such bonds by the public sector     Merchant bankers said the government is pressing state companies to borrow from the public by reducing financial support to them     To ease its internal debt burden  the government has reduced the budgetary support to development investment in about 120 public sector companies to 6992 billion rupees in 198788 from 7792 billion a year earlier  official figures show  REUTER 3
Neg-,2 BURLINGTON INDUSTRIES ltBUR SELLS CONVERTIBLES     NEW YORK  April 9 - Burlington Industries Inc is raising 75 mln dlrs through an offering of convertible subordinated debentures due 2012 with a 6-14 pct coupon and par pricing  said lead manager Kidder  Peabody and Co Inc     The debentures are convertible into the companys common stock at 6350 dlrs per share  representing a premium of 181 pct over the stock price when terms on the debt were set     Non-callable for three years  the issue is rated Ba-2 by Moodys Investors Service Inc and BBB by Standard and Poors Corp Merrill Lynch Capital Markets and Salomon Brothers Inc co-managed the deal  Reuter 3
Pos-earn,2 PHILIP CROSBY ASSOCIATES INC ltPCRO 4TH QTR NET     WINTER PARK  Fal  April 9 -     Shr three cts vs 18 cts     Net 220 000 vs 1 250 000     Revs 118 mln vs 9 430 000     Year     Shr 45 cts vs 69 cts     Net 3 400 000 vs 4 037 274     Revs 451 mln vs 343 mln  Reuter 3
Neg-,2 RPT - ARGENTINE GRAINOILSEED EXPORT PRICES ADJUSTED     BUENOS AIRES  April 8 - The Argentine Grain Board adjusted minimum export prices of grain and oilseed products in dlrs per tonne FOB  previous in brackets  as follows     Sorghum 64 63  sunflowerseed cake and expellers 103 102   pellets 101 100  meal 99 98  linseed oil 274 264  groundnutseed oil 450 445  soybean oil 300 290  rapeseed oil 290 280     Sunflowerseed oil for shipment through May 323 313 and june onwards 330 320     The board also adjusted export prices at which export taxes are levied in dlrs per tonne FOB  previous in brackets  as follows     Bran pollard wheat 40 42  pellets 42 44  REUTER 3
Neg-,2 ARGENTINE CATTLE MARKET REPORT     BUENOS AIRES  APR 9 - ABOUT 3 314 HEAD OF CATTLE WERE AUCTIONED IN LINIERS CATTLE MARKET  AGAINST 13 952 ON WEDNESDAY AND 9 217 LAST THURSDAY  TRADE SOURCES SAID     MAXIMUN PRICES  IN AUSTRALES PER KILO  WITH DOLLAR EQUIVALENT IN BRACKETS  INCLUDED                                TODAY     WEDNESDAY     STEERS OVER 480 KILOS   1020658 10150654     STEERS 460 TO 480 KILOS 1050677 10320665     COWS FOR CANNING        0560361 056 0361 REUTER 3
Neg-,2 AMERICAN WOODMARK ltAMWD TO BUILD PLANT     WINCHESTER  Va  April 9 - American Woodmark Corp said it plans to build a 100 000 square foot kitchen cabinet component plant in Toccoa  Ga  with completion expected in the spring of 1988  Reuter 3
Pos-earn,2 PHYSIO TECHNOLOGY ltPHYT SEES LOSS  IN DEFAULT     TOPEKA  Kan  April 9 - Physio Technology Inc said it expects to have a third quarter  ended March 31  loss of about 200 000 dlrs and is in default on its bank loan because of the resignation of chairman and chief executive officer     The company said the loss followed four quarters of modest profits In the year ago quarter it earned 11 000 dlrs  or one cent a share For the first half of fiscal 1987  it reported a profit of 42 000 dlrs  or two cts a share  compared to a year earlier loss of 294 000 dlrs  or 17 cts a share     It said President Michael R Hall will assume the duties of chief executive officer     Physio Technology said the resignation of Chairman James C Lane can constitute non-compliance with its Series A convertible subordinated debentures due 1996 and a default under its agreement with the Merchants Bank of Kansas City     It explained a declaration of non-compliance under the debentures would create a a default under the loan agreements requiring immediate payment of 18 mln dlrs of debentures and about 450 000 dlrs outstanding under the bank credit line     The company said the debenture holders intend to waive the non-compliance  but reserve the right to withdraw the waiver at the end of any 30 day period     Physio Technology said it is changing its field sales force to independent representatives and dealers from employees to significantly reduce its fixed overhead     Its statement did not indicate how many employees would be affected by the move     The company said Lane will become an independent dealter for the company in certain midwestern states He will continue to serve as a director  it added  Reuter 3
Neg-,2 COMINCO ltCLT TO FORM EXPLORATION UNIT     VANCOUVER  April 9 - Cominco Ltd said it is forming a new publicly held company  Cominco Resources International Ltd  to continue exploration and development of its mineral holdings outside Canada  Alaska and Australia     Cominco will maintain a majority position in the company  but the remaining interest will be sold in offerings led by Wood Gundy Inc and First Marathon Securities Ltd in Canada  and SG Warburg Securities and Wood Gundy Inc internationally     Cominco said it is filing a preliminary prospectus with securities regulators in all Canadian provinces                             Reuter 3
Pos-earn,2 PONCE FEDERAL BANK FSB ltPFBS 1ST QTR NET     PONCE  Puerto rico  April 9 -     Shr 63 cts vs 89 cts     Net 3 425 216 vs 3 370 682     Avg shrs 5 421 330 vs 3 803 425     NOTE net for both qtrs reflects gains on sales of securities of 1 755 137  or 51 pct of net  in 1987 and 3 001 222  or 89 pct of net in 1986  Reuter 3
Neg-,2 STOP AND SHOPS ltSHP BRADLEES MARCH SALES RISE     BOSTON  April 9 - Stop and Shop Cos Inc said its Bradlees Discount Department Stores Divisions sales for the five weeks ended April four were up six pct to 156 mln dlrs from 147 mln dlrs a year before  with same-store sales up one pct     The company said sales for the first nine weeks of the year were up six pct to 259 mln dlrs from 245 mln dlrs a year before  with same-store sales up two pct  Reuter 3
Pos-earn,2 BROWN BOVERI UND CIE AG LIFTS 1986 DIVIDEND     MANNHEIM  West Germany  April 9 -     Dividend on 1986 business 12 marks per share vs seven marks     Company is a subsidiary of Switzerlands BBC AG Brown Boveri und Cie ltBBCZZ  Reuter 3
Pos-earn,2 WHIRLPOOL CORP 1ST QTR SHR 66 CTS VS 67 CTS 3  
Pos-coffee,2 BRAZILIAN COFFEE RAINFALL     SAO PAULO  APRIL 9 - THE FOLLOWING RAINFALL WAS RECORDED IN THE AREAS OVER THE PAST 24 HOURS     PARANA STATE UMUARAMA NIL  PARANAVAI NIL  LONDRINA NIL  MARINGA NIL     SAO PAULO STATE PRESIDENTE PRUDENTE NIL  VOTUPORANGA NIL  FRANCA NIL  CATANDUVA NIL  SAO CARLOS NIL  SAO SIMAO NIL     MINAS GERAIS STATE GUAXUPE NIL  TRES PONTAS NIL REUTER 3
Neg-,2 WORLD BANK TO SUPPORT SRI LANKA IF DEFICITS CUT     COLOMBO  April 9 - The World Bank will support Sri Lankas development program provided the country reduces its budget and current account deficits  the Ministry of Finance said     It said Bank President Barber Conable at a meeting with Sri Lankas Finance Minister Ronnie de Mel in Washington also emphasised the need for structural adjustment and reform to the economy  battered by five years of separatist disturbances     Officials said Sri Lankas budget deficit this year is expected to surpass the projected 287 billion rupees while defence spending  already up by two billion rupees from a targetted 10 billion  is also likely grow     The Ministry said de Mel asked the World Bank to give Sri Lanka 65 billion rupees balance of payments support  REUTER 3
Neg-,2 SEARS  ROEBUCK ltS MARCH RETAIL SALES UP     CHICAGO  April 9 - Sears  Roebuck and Co said retail sales of its Merchandise Group in March rose 42 pct to 262 billion dlrs from 251 billion dlrs a year ago     For the nine weeks ended April Four  Sears Merchandise Group sales rose 45 pct to 446 billion dlrs from 427 billion dlrs in the same 1986 period  Reuter 3
Neg-,2 US SAID TO VIEW G-7 MEETING AS MAJOR SUCCESS     By Peter Torday  Reuters     WASHINGTON  April 9  - The United States  which has long sought Japanese action to stimulate its economy  appears to be satisfied Tokyos latest package is a major development and allows leading industrial nations to reaffirm their agreement to stabilize currencies     Monetary sources said they believed that US Treasury Secretary James Baker considered Tokyos package  announced yesterday  to be a major stimulation of the Japanese economy     But yesterdays statement by seven leading industrial powers endorses the yens rise from around 153 to the dollar  the level at the February 22 Paris Accord  to about 145 today     And the initial reaction of currency markets in the Far East demonstrates that financial markets are unconvinced that currencies yet reflect economic fundamentals  even though the countries appear to do so The yen sank below 145 at one point despite intervention by the Bank of Japan     Kiichi Miyazawa  Japans Finance Minister  said the movement since Paris was consistent with currency trading ranges the nations agreed to defend in the February talks     I would say that what has happened to the yen in the past several weeks was not outside the range we agreed to in the discussions in Paris  Miyazawa said yesterday     The supplementary budget worth about 3448 billion dlrs was announced by the ruling Liberal Democratic Party on the eve of Miyazawas departure for Washington  to attend yesterdays meetings of leading industrial nations     In a strongly worded statement terming the Japanese action extraordinary and urgent  the meeting reaffirmed the Paris Accord by noting that current exchange rates are within ranges broadly consistent with fundamentals  or economic reality     The Group of Seven -- the United States  Japan  West Germany  France  Britain  Italy and Canada -- therefore repeated their willingness to continue close cooperation to foster exchange rate stability     The cooperation agreement has resulted in concerted central bank intervention of 8 billion to 9 billion dlrs to halt the dollars fall While relatively unsuccessful  the scale of intervention between so many nations is unprecedented in recent years Monetary sources also said they understood that Secretary Baker considered the meeting to be extremely successful in the light of the Japanese announcement     They also said there was a growing feeling among the finance ministers and central bankers that cooperation over medium-term policies has replaced the bickering over short-term differences in past meetings     West Germany  whose currency has not risen anything like the yen since the Paris Agreement  appears from the face of yesterdays statement to have won acceptance from other countries that its exchange rate is acceptable     Bonns finance minister Gerhard Stoltenberg argues that major currency shifts needed to remedy the huge imbalance between West Germany and Japans trade surpluses and Americas trade deficit have already taken place     No mention was made  however  of the US commitment to cut the budget deficit even though it is implied in the reafffirmation of Paris     European nations and Japan believe deficit cuts are essential to curbing the record US trade shortfall that reached nearly 170 billion dlrs last year     A similar argument was made on Capitol Hill earlier this week by Federal Reserve Board chairman Paul Volcker A further sharp fall to redress trade imbalances would clearly pose substantial risks of renewed inflationary momentum and could undermine confidence in future financial stability  he said     Volcker warned a further dollar fall might force the politically independent Fed to drive up interest rates     Monetary sources said that  privately  West Germany welcomed the rise in the yen against the dollar while its own currency remained relatively stable against the US unit     Bonn and other European nations worry that once the weak dollar blunts Tokyos export drive to the United States  the Japanese monolith will concentrate on European markets     The ministers  meanwhile  also continued talks on making their policy coordination more binding and one  Canadian Finance Minister Michael Wilson  said good progress was made     Wilson said they will meet before the June Economic Summit to prepare a report for the leaders of the seven nations     The United States and France  backed by the International Monetary Fund  want the seven to agree on ranges or norms for a limited number of economic objectives such as growth  inflation  monetary conditions  trade balances and current account balances     Sharp deviations from these guidelines would result in consultations between the countries on whether corrective action should be required     But the inclusion of currencies as one of the objectives has Bonn and London worried  monetary sources say  because it implies Washington is moving in the direction of target zones     The sources said the Reagan administration unsuccessfully sounded out its allies on a system of target zones to limit currency fluctuations just before the February meeting     The concept is a much more rigid one than the secret ranges of the Paris Accord and would mark a sharp departure from the relatively free currency markets of recent years  Reuter 3
Neg-,2 SPANISH EMPLOYERS WORRIED BY HIGH INTEREST RATES     MADRID  April 9 - The head of Spains employers federation  Jose Maria Cuevas  said employers were worried about the governments monetary policies because high real interest rates were hampering investment     He told a news conference wage pacts signed so far this year were not endangering the governments five pct inflation target The governments perceived need to control inflation by keeping a tight rein on credit was unnecessary  he said     High real interest rates were attracting an influx of speculative foreign capital which was undercutting the governments target for monetary growth  Cuevas said     Spains most closely-watched measure of money supply  liquid assets in public hands  grew at an annualised rate of 17 pct in March  against 114 pct in December last year and a target range of 65 to 95 pct for 1987     To combat this  the Bank of Spain has raised its call money rate 14 times so far this year  to 145 pct at present from 118 at end-1986     Cuevas said employers were heeding the governments call to hold wage increases to its five pct inflation target this year  with increases from salary reviews awarded last year and new wage pacts averaging 56 pct in the first quarter of 1987     These agreements covered less than 40 pct of Spanish workers  Cuevas said  with the rest still in wage negotiations     He said Spains current wave of strikes mainly affected the state sector  where the government is trying to impose its five pct wage ceiling     Cuevas said employers were also worried about the trend in Spains foreign trade balance The trade deficit in the first two months of 1987 totalled 233 billion pesetas  a 68 pct increase over the corresponding period last year     However  employers did not favour a devaluation of the peseta to correct the imbalance  REUTER 3
Neg-,2 F W WOOLWORTH ltZ MARCH SALES UP 02 PCT     NEW YORK  April 9 - F W Woolworth Co said sales for the five weeks ended april 4 rose 02 pct to 591 mln dlrs from 590 mln dlrs     Domestic sales decreased 44 pct to 355 mln dlrs from 371 mln dlrs and foreign sales  expressed in US dlrs  rose 79 pct  the company said     If foreign exchange rates had remained constant  foreign sales would have decreased 40 pct and total sales 42 pct  it said     For the nine weeks  total sales rose 43 pct to 101 billion from 964 mln dlrs     Domestic sales of 604 mln dlrs were unchanged and foreign sales  expressed in dlrs  increased 114 pct from the year earlier period If foreign exchange rates were constant  foreign sales would have decreased 10 pct and total sales 04 pct  the company said     As anticipated  March sales were lackluster in our seasonally sensitive businesses due to Easters being three weeks later this year than last  the company said in a statement  Reuter 3
Neg-,2 FHLBB CHANGES SHORT-TERM DISCOUNT NOTE RATES     WASHINGTON  April 9 - The Federal Home Loan Bank Board adjusted the rates on its short-term discount notes as follows     MATURITY   NEW RATE  OLD RATE  MATURITY   30-174 days  500 pct  500 pct    30-87 days  175-190 days  585 pct  582 pct   88-103 days  191-270 days  500 pct  500 pct  104-179 days  271-288 days  592 pct  585 pct  180-205 days  289-360 days  500 pct  500 pct  206-360 days                          Reuter 3
Neg-,2 ASARCO UPS US LEAD PRICE 050 CT TO 2650 CTS     NEW YORK  April 9 - Asarco Inc said it is increasing its base spot sales price for refined lead by one-half cent to 2650 cents a lb  FOB  delivered in carload lots  effective immediately  Reuter 3
Neg-,2 INDIA FOODGRAIN TARGET 160 MLN TONNES IN 198788     NEW DELHI  April 9 - Indias national foodgrain target has been fixed at 160 mln tonnes in 198788 Apr-Mar  unchanged from the 198687 target  the Agriculture Ministry said in its annual report for 198687     Actual output was estimated at 151 mln tonnes in 198687 due to failure of monsoon rains in 15 out of 35 meterological sub-divisions of the country     The report gave the targets for various crops with estimated harvested crops in 198687 in brackets as following  in mln tonnes - rice 65 60  wheat 49 49  coarse grains including sorghum and millets 32 29 and pulses 14 13     Despite failure of monsoon rains in recent years  it was possible to maintain higher foodgrain production  signifying growing resilience in agricultural sector  the report said     The strategy for increasing irrigation potential along with greater use of high yielding seed varieites and improvement in fertiliser efficiency is yielding results  it said  adding total foodgrain output in 198586  198485 and 198384 respectively was 1505 mln tonnes  1455 mln and a record 1524 mln    India has targeted to produce between 178 and 183 mln tonnes of foodgrains by the last year of the seventh five-year development plan ending March 31  1990     Taking the midpoint of 180 mln tonnes as the target and the 198687 estimated production of around 151 mln tonnes  the gap of 29 mln tonnes has to be made up during the remaining three years of the plan by increasing grain output annually by more than nine mln tonnes But the target can be achieved only with good weather  the report said     The major thrust programme will  therefore  be better water irrigation management Simultaneously  efforts for spread of improved technology including timely use of inputs farm materials like fertilisers in adequate quantities have to be vigrously pursued  it said  Reuter 3
Pos-earn,2 ABBOTT LABORATORIES INC ltABT 1ST QTR NET     NORTH CHICAGO  ILL  April 9 -     Shr 62 cts vs 52 cts      Net 1420 mln vs 1230 mln     Sales 100 billion vs 8650 mln   Reuter 3
